date,mean,std,mean_savgol
2020-04-21 11:00:00,0.20087329110591332,0.07609611462162595,0.1616100343701307
2020-04-24 11:00:00,0.16805384625200032,0.05724520825107182,0.17493600570519435
2020-05-06 11:00:00,0.1701688134275258,0.07933136533206207,0.18420107963550852
2020-05-09 11:00:00,0.14457238533467942,0.07371422531967395,0.1894052561610732
2020-05-21 11:00:00,0.1503512475212347,0.07103446034268131,0.1905485352818882
2020-05-29 11:00:00,0.16649683000763976,0.0762586449284028,0.1498717801231394
2020-05-31 11:00:00,0.18920525014298703,0.05882804622591738,0.19531914363560643
2020-06-13 11:00:00,0.41912571622792844,0.0,0.2905995415009143
2020-08-07 11:00:00,-0.0157374846253968,0.00022686619351552621,0.3662766594344822
2020-08-12 11:00:00,0.6741007823215698,0.057786511433840476,0.3988881661295606
2020-08-24 11:00:00,0.5145629092132805,0.17541656937444536,0.40378807142778594
2020-09-01 11:00:00,0.2868222615133554,0.11488472388987608,0.33201704635816565
2020-09-13 11:00:00,0.1967552522691157,0.12738290051986687,0.2834662718333508
2020-09-21 11:00:00,0.19068273544327616,0.0898588665979626,0.1404397127807357
2020-10-06 11:00:00,0.028462500921428487,0.006068979636659405,0.13516713369900757
2020-10-11 11:00:00,0.1781344676565681,0.009642778281166303,0.15999609426169953
2020-10-26 11:00:00,0.254899647529176,0.0850735218227058,0.21182611889977
2020-10-28 11:00:00,0.2723875340171962,0.11684458691113248,0.2649686264460814
2020-11-02 11:00:00,0.2385459892079654,0.1074370378308634,0.2751979640281046
2020-11-12 11:00:00,0.3325277253083147,0.14639104720444668,0.22718517890591705
2020-11-15 11:00:00,0.19246909984166294,0.10831061335798482,0.1816460764610781
2020-11-20 11:00:00,0.024462222560963552,0.0038830590569814485,0.1568030294276614
2020-11-22 11:00:00,0.13594904607206956,0.1242591917040853,0.1433442392050273
2020-11-30 11:00:00,0.1772558414657771,0.09934466067919687,0.12744209622360828
2020-12-05 11:00:00,0.2009672117933488,0.09345261216429651,0.15174158539801696
2020-12-15 11:00:00,0.15575985316644905,0.09532365730558783,0.19939021290590087
2020-12-17 11:00:00,0.14151554277998193,0.07264727660851451,0.18690516919831382
2020-12-27 11:00:00,0.187324383912257,0.08023758482688503,0.1482376443363626
2021-01-06 11:00:00,0.21580414943742846,0.09788945998585245,0.11087527734916988
2021-01-09 11:00:00,0.01210608360063158,0.04476870004057149,0.07798033517168552
2021-01-16 11:00:00,-0.011852770815472084,0.008299002197720524,0.06192125867388555
2021-02-08 11:00:00,0.07507177265183893,0.02689838783927645,0.06133735928716842
2021-02-10 11:00:00,0.09322287691702726,0.052594202277103375,0.08728196352319309
2021-02-15 11:00:00,0.18871461993456964,0.0763159884966828,0.1612358829161473
2021-02-25 11:00:00,0.19282160424536637,0.052245205386873994,0.19640044263336198
2021-02-28 11:00:00,0.20348791656576798,0.06772950455097812,0.21059324490881548
2021-03-12 11:00:00,0.24412832056297662,0.08980028612282127,0.20332970784081256
2021-03-20 11:00:00,0.15221587741034545,0.07281497585219383,0.1785857332380303
2021-03-22 11:00:00,0.1797400649001819,0.0868170071636675,0.16990395275041575
2021-03-25 11:00:00,0.11882413329992347,0.012521751525636159,0.16049255559737213
2021-03-27 11:00:00,0.16762764301903277,0.057132665746024325,0.16370336022197307
2021-03-30 11:00:00,0.20332274247968943,0.04834827552384395,0.17810906519389785
2021-04-04 11:00:00,0.17607568758577308,0.0794005404340939,0.1687605841431361
2021-04-06 11:00:00,0.19858646625013254,0.05972750131816641,0.18536334533773166
2021-04-09 11:00:00,0.1491351640629818,0.05232539841036619,0.1911786038407265
2021-04-14 11:00:00,0.15236003626142622,0.0797995120539799,0.19504542479407
2021-04-16 11:00:00,0.26112639947905425,0.08573901001193868,0.19696380819776235
2021-04-19 11:00:00,0.18275870911204012,0.06672243897349728,0.19693375405180358
