timestamp,06/09/2021 10:33,,,,,,,,,,,,,,,,,
site-id,SPENF,,,,,,,,,,,,,,,,,
site-name,Spen Farm,,,,,,,,,,,,,,,,,
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
parameter-name,COSMOS sensor VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day),Snow water equivalent (only given on snow days),Daily mean albedo value (swout/swin)
parameter-units,%,mm,gm-3,%,Deg Celsius,Deg Celsius,Deg Celsius,hPa,MJday-1,Deg Celsius,ms-1,mm,Deg Celsius,%,Deg Celsius,%,mm,Unitless
02/04/2017,32.7,0,7,80,9.1,5.8,13.4,1015,4.1,253.4,1.6,1.2,10.5,27.1,10.6,29.6,,0.155
03/04/2017,31.5,0,6.7,72.8,10.5,4.8,16,1015.7,9.7,176.3,3.3,2.7,11.2,26.9,11.3,29.1,,0.178
04/04/2017,29.7,0,7,73.1,10.4,6.3,14.4,1019.4,4.6,293.8,2.2,1.7,11.3,26.6,11.3,28.6,,0.169
05/04/2017,29.8,0,6.3,71.8,9,5.2,12.8,1023.8,3.9,275.6,2.9,1.7,9.6,26.1,9.5,28,,0.171
06/04/2017,29,0,6.4,78.5,7.8,3.4,11.8,1023.4,8.5,273.4,2.9,2.1,9.7,25.8,9.5,27.6,,0.179
07/04/2017,28.8,0,6.2,77,7.7,4.1,11.9,1019.9,3.7,265.3,1.6,1.3,9.2,25.4,9.2,27.2,,0.17
08/04/2017,28.1,0,6.7,72.8,10,-0.4,18.9,1015.7,8.8,148.4,1.2,2,10.7,25.1,10.8,26.9,,0.182
09/04/2017,28.1,0,7.4,70.4,12.1,5.1,20.9,1011.5,9.2,211.9,3.2,2.9,12.1,24.7,11.9,26.6,,0.182
10/04/2017,26.7,0,5.9,68.1,8.9,5.1,13.2,1017.9,6.5,286.4,3.4,2.2,10.6,24.3,10.4,26,,0.179
11/04/2017,26.4,0,6.1,70.7,8.8,4.6,12.4,1017.6,5.7,261.2,4.3,2,9.7,23.8,9.5,25.7,,0.18
12/04/2017,25.6,0,6.5,71.8,9.6,5.5,12.8,1008.9,4.4,273.8,4.5,1.8,10.1,23.4,9.9,25.4,,0.177
13/04/2017,25.1,0,5.9,71.1,8.2,3.5,11.5,1009.9,7.8,268.3,3.1,2.1,9.5,23,9.4,25.2,,0.178
14/04/2017,26.2,0.1,7.1,79.7,9.2,6.8,12.6,1006.6,3.2,248.2,3.1,1.2,9.8,22.6,9.8,25.4,,0.166
15/04/2017,25.2,0,5.3,64.9,7.9,4.7,11.5,1009.6,6.7,272,4.3,2.3,9.1,22.4,9,25.6,,0.18
16/04/2017,25,4.3,6.6,83.4,7.1,4.7,11.2,1013.1,3.9,282.2,2.4,1.1,8.4,22.1,8.4,25.5,,0.131
17/04/2017,27.2,0,5.8,76.3,7,3.4,10.4,1018,9.2,352.3,1.6,2,9.7,22.2,9.7,25.7,,0.131
18/04/2017,26.3,0,4.9,69.9,5.8,0.2,10.3,1026.7,9.1,38.6,2,2.1,9.1,22.4,9,25.9,,0.169
19/04/2017,26.8,0,5.8,71.6,8,2.9,11.5,1029.2,5.2,195.1,1.8,1.6,9.8,22.3,9.7,25.9,,0.168
20/04/2017,27.7,0.5,8.1,79.8,11.3,8.2,14.5,1026.8,7.7,267.8,3,2,11.2,22.3,11.1,25.8,,0.17
21/04/2017,26.3,0.5,7.7,81,10.4,6.7,13.7,1023.1,6.2,265.2,3.3,1.7,11,22.1,10.9,25.7,,0.173
22/04/2017,26.4,0.1,6.2,75.9,8.1,5.1,12.5,1022.6,9.4,24.8,1.4,2.1,12,22,12.1,26,,0.172
23/04/2017,25.4,0,5.5,66.2,8.7,1.2,14.3,1017.7,11.4,257.9,2.3,3,11.7,21.8,11.4,25.6,,0.176
24/04/2017,24.6,0.8,5.5,66.7,7.8,1.4,11.7,1006.9,7.9,287.1,4,2.6,10.8,21.4,10.6,25.1,,0.158
25/04/2017,24.5,2.3,4.5,72,3.7,-1,8.6,1007.6,7.2,321.7,3.4,2,7.1,21.2,7,24.8,,0.175
26/04/2017,25.2,0.1,4.7,70,5,2.3,8.8,1013,11.2,339.7,3.3,2.3,8,21.1,7.8,24.7,,0.175
27/04/2017,25.1,3.3,6.1,76.1,7.5,4.1,11.8,1010.5,5.3,295.6,2.4,1.5,8.6,21.4,8.6,24.9,,0.168
28/04/2017,26.8,0,5.9,74.3,7.5,2.4,11.4,1010,10.5,358.2,1.3,2.1,9.6,21.8,9.5,25.4,,0.144
29/04/2017,26.5,0.1,6.8,77.6,9.1,6.5,12,1006.9,4.7,141.1,1.4,1.3,10.6,21.7,10.5,25.5,,0.157
30/04/2017,24.8,0,6.8,73.8,9.9,4.3,14.2,998.7,9.7,99.5,3.1,2.4,11.2,21.7,11.2,26,,0.174
01/05/2017,24.1,0,7.4,76.8,10.6,5.3,14.8,1001.8,6.6,57.9,2.4,1.8,12.4,21.5,12.6,25.6,,0.168
02/05/2017,25.3,0,7.6,84.9,9.4,4.9,14,1016.2,7.7,10.2,2.1,1.8,12.3,21.3,12.2,25.3,,0.172
03/05/2017,23.6,0,6.3,73.1,9.3,3.8,14.5,1020.7,13.2,17.7,3.2,3.1,12.2,20.8,12.2,25,,0.175
04/05/2017,23.3,0,6.1,67.5,9.9,4.8,14.6,1021.3,12.4,38.9,3.4,3.2,13.3,20.3,13.7,24.9,,0.178
05/05/2017,22.6,0,6,71.2,9.2,3.8,15.2,1019,13.6,35.9,3.1,3.3,13,19.8,13.3,24.4,,0.178
06/05/2017,23,0,7,83.9,8.2,3.5,12,1011.4,3.1,17.6,2.2,1.2,11.3,19.5,11.6,24,,0.174
07/05/2017,22.2,0,6.7,78.7,8.4,5.4,10.9,1016.5,4.5,350.5,3.7,1.5,10.6,19.4,10.6,23.8,,0.173
08/05/2017,21.3,0,5.7,68.1,8.1,6.6,10.1,1022.7,7,8.7,4.1,2.2,10.4,19.1,10.4,23.5,,0.176
09/05/2017,22.5,0,5.5,69.1,7.7,4,11.8,1016.5,7.3,43.5,1.4,1.7,11.8,18.8,11.9,23.3,,0.172
10/05/2017,22.3,0,6.2,65.7,10.9,3.8,17.4,1000.9,13,169.5,1.5,3,14.2,18.4,14.2,23,,0.175
11/05/2017,20.2,0,6.7,72.7,10.3,3.1,17.2,992.7,12.9,93.6,1.9,3.1,15,17.7,15,22.6,,0.177
12/05/2017,22.7,0,8.7,87.8,10.8,5.9,14.5,990.7,4.3,50.9,1.4,1,13.8,17.4,13.9,22.2,,0.166
13/05/2017,21.7,0,8,71.4,13,9.4,16.2,997.8,6.8,190.5,3.3,2.2,14.3,17.3,14.2,22.2,,0.172
14/05/2017,23.2,4.6,7.6,70.1,12.9,8.5,17.5,1009.3,13.3,228.3,2.5,3.5,14.6,17.1,14.5,22.4,,0.15
15/05/2017,26.4,6.1,10.1,92,12.2,6.2,16.1,1012.8,5.1,164.9,3,1.1,13.2,17.7,13.2,22.6,,0.12
16/05/2017,30.4,4,11.7,85.8,16.1,14,18.7,1012.4,6.2,197.3,2.7,1.4,15,21.3,15.1,26.7,,0.119
17/05/2017,32.4,8.4,9.6,92,11.7,8.5,13.5,1009.5,3.9,247.3,1.1,1.1,14.2,25,14.1,31.1,,0.121
18/05/2017,32.2,2.1,7.8,76.3,11.6,6.8,16.7,1005.4,11.7,270.5,1.4,2.9,13.5,25.4,13.3,31.2,,0.111
19/05/2017,34.1,3.4,8.5,92.2,9.7,8.7,11.2,1005,4.8,306.8,1.2,1.3,12.6,27.6,12.5,33.2,,0.119
20/05/2017,34,4.5,7.9,84.6,10,6.2,14.4,1008.1,11.1,210.6,1.9,2.6,12.6,27.3,12.2,33.1,,0.12
21/05/2017,37.6,0,8.1,80.3,11.4,4.4,16.5,1014.8,9.4,160,1.7,2.3,12.6,26.2,12.5,32.1,,0.118
22/05/2017,33.6,0,9.3,76.4,14.6,7.5,21.4,1008.9,12,169.7,2.5,3.1,14.3,25.1,14.3,30.8,,0.124
23/05/2017,31.5,0,8.7,65.8,15.9,11.5,19.7,1013.1,15.9,272.1,2.7,4.2,16.4,23.7,16.1,30,,0.154
24/05/2017,29.9,0,11.6,77.7,17.7,13.5,21.8,1018.4,16.1,266.8,2.8,3.9,18.8,21.7,18.5,29.1,,0.162
25/05/2017,30.1,0,12,78.4,18.3,10.9,24.8,1017.4,15.9,119.5,1.3,4,20.2,19.6,20.3,28.4,,0.162
26/05/2017,28.1,0,11.5,77.2,17.9,11.4,24.4,1012.5,15.9,124.1,2.2,4.4,20.6,17.6,20.7,27.8,,0.166
27/05/2017,28.5,5.1,11.7,82.6,16.7,10,24.4,1004.8,12.1,191.4,3.1,3.6,19.1,17.3,19,27.4,,0.17
28/05/2017,29.3,0,10.9,79.3,16.2,13.5,19.4,1010.2,14,272.5,3,3.4,18.3,17,18.2,27.2,,0.157
29/05/2017,28.7,1.2,10.5,96.3,12.4,11.6,13.3,1007.7,2.2,75.1,1.6,0.8,16,16.8,16.1,26.7,,0.143
30/05/2017,29.8,3.4,10.6,84.7,14.7,9.8,18.6,1006.9,9.7,248,2.2,2.6,16.2,18.9,16.3,28.2,,0.136
31/05/2017,28.9,0,8.3,67.9,14.6,7.1,20.6,1015.2,16.8,183.2,1.5,4.3,16.6,17.2,17,27.2,,0.155
01/06/2017,27.1,0,10.7,74.8,17.3,11.9,21.7,1012.3,13.7,196.5,2,3.8,18.1,16.3,18.4,26.5,,0.163
02/06/2017,26.7,0.2,11,84.6,15.4,12.4,18.4,1009.1,6.6,271.9,1.3,1.9,17.5,16,17.5,25.4,,0.163
03/06/2017,25.6,0,8.3,67.8,14.8,10.7,19.3,1006.5,13.7,274.2,2.1,4,17.4,15.8,17.1,24.5,,0.163
04/06/2017,24.3,0,7.7,68.5,13.2,7.8,18.3,1006.3,11.8,238.1,2.2,3.5,16.4,15.4,16.1,23.5,,0.169
05/06/2017,28.6,12.9,9.6,90.9,11.6,7.1,15.8,995.3,5.7,170.1,3.2,1.5,14.8,18.1,14.6,24.6,,0.158
06/06/2017,32.9,9.7,9.4,89.2,11.7,10.9,12.8,983.2,5.3,255.1,5,1.7,13.9,26.5,13.7,33.5,,0.163
07/06/2017,32.4,0.2,7.5,67.3,13,10.7,15.8,998.9,17,262,4.7,4.3,13.7,25.3,13.5,30.5,,0.149
08/06/2017,32.9,1.3,10.7,86,14.6,10.5,19.2,997.8,7.5,186.5,3,2,14.6,24.1,14.7,28.7,,0.163
09/06/2017,31,0,8.8,73.1,14.3,9.8,18.5,1001.9,13.1,236.7,2.5,3.6,15,23.1,15.1,27.9,,0.163
10/06/2017,32.6,4,11.4,89.1,14.8,11,19,1005.6,5.2,182.7,2.8,1.4,15,25.1,14.9,31.5,,0.162
11/06/2017,32.4,0,9,69.4,15.4,10.8,18.2,1002.5,12.8,211.8,4.5,4.1,14.9,23.9,15.1,29.3,,0.167
12/06/2017,30.5,0.3,9,75.5,14,12.2,15.5,1006.9,7.3,253.2,3.6,2.5,14.2,22.3,14.5,27.2,,0.185
13/06/2017,29.8,0,10.3,78.4,15.6,11.7,19.5,1011.8,7.8,242.7,1.9,2.3,14.9,21.2,15.1,26.2,,0.183
14/06/2017,28.1,0,11.5,77.7,17.7,10.4,22.9,1009.6,12,161.4,1.7,3.3,15.9,19.5,15.9,25,,0.196
15/06/2017,26.9,0,9.4,68.9,16.3,12.3,19.5,1005.7,11.2,245.1,2.9,3.8,16.3,17.8,16.3,23.6,,0.197
16/06/2017,25.1,0,10,74.3,15.8,12.4,18.8,1015.3,9,272.7,2.9,2.8,15.6,16.8,15.7,22.4,,0.199
17/06/2017,25.3,0,11.4,64.8,20.7,15.7,25.9,1018.8,14.9,264.8,2.8,4.8,17.4,15.8,17.4,21.4,,0.189
18/06/2017,24,0,10.7,60.5,21,11.8,28.3,1016.8,15.8,255.7,1.6,5.1,18.1,14.5,18.1,20.1,,0.188
19/06/2017,23.6,0,12.1,64.6,22,14.1,28.5,1013.3,14.6,304.2,1.4,4.7,18.7,13.7,18.6,18.9,,0.189
20/06/2017,22.3,0,11.6,85.8,15.9,13,17.8,1014.8,5,53.1,2.2,1.6,17.8,13.2,17.7,18.1,,0.222
21/06/2017,22.9,0.3,13.5,84.1,18.7,12.4,25.9,1008.5,10.8,123.2,1.7,2.8,17.5,13.1,17.6,17.9,,0.213
22/06/2017,22.9,0,11.5,78.4,17.1,14.3,19.6,1003.4,7.8,266.9,3.1,2.6,17.7,12.9,17.6,17.6,,0.216
23/06/2017,21.4,0,11.1,82.8,15.7,13.8,18.4,1004.8,4,224.6,3.6,1.6,16.3,12.8,16.3,17.5,,0.218
24/06/2017,20.9,0.2,9.4,71.1,15.7,13.2,18.8,1003.9,10,258.9,3.3,3.2,16.1,12.7,16.2,17.3,,0.213
25/06/2017,21.4,0.1,8.2,67.6,14.3,9.6,18,1004,13.1,272.1,3.3,3.8,16,12.5,16,16.9,,0.202
26/06/2017,20.1,0,7.6,65.8,13.7,7.8,18.6,1007.9,10.8,346.9,1.6,3.4,15.3,12.3,15.3,16.6,,0.204
27/06/2017,20.8,4.5,10.2,93.8,12.4,10.6,14.4,1002.7,3.7,93,2.2,1,14.9,12.1,14.9,18.1,,0.208
28/06/2017,32.1,33.3,9.6,97.2,10.7,9.6,11.5,994.4,2.9,4.7,3.2,0.8,13.9,24,13.7,35.7,,0.196
29/06/2017,34.7,0.4,10.6,92,13.3,10.7,15.5,988.3,4,335.1,2.8,1,13.5,26.9,13.5,34.2,,0.198
30/06/2017,33.4,0,11.2,90.7,14.4,12.7,17.7,999.1,5,321.1,2.2,1.2,14.3,25.9,14.4,32.1,,0.207
01/07/2017,32.6,0,9.9,76,15.4,12.5,19.2,1008.6,12.6,276.6,2.9,3.4,14.9,24.8,15,29.7,,0.194
02/07/2017,29.4,0,8.5,67.8,14.8,9.6,19.1,1013.1,15.4,269.6,2.7,4.3,15.2,23.1,15.1,26.8,,0.188
03/07/2017,28.4,0.5,9,68.8,15.5,12.1,19.3,1012.2,12.8,262.5,3.1,3.8,15.3,21.3,15.2,24.7,,0.199
04/07/2017,28.7,2.2,10.7,84.5,14.7,11.9,18.4,1012.8,5.2,247.2,1.2,1.4,15,20.4,14.9,25,,0.208
05/07/2017,31.1,0,11.1,87.3,14.9,12.7,18.4,1013.3,7.8,19.4,1.6,1.9,15.3,20.3,15.4,25.8,,0.204
06/07/2017,28.7,0,12.4,78.9,18.7,13,26.3,1009.1,12.6,148.2,1.7,3.2,16.9,19.6,17,25.3,,0.177
07/07/2017,27.5,0,11.7,80.5,17.3,14.3,20,1009.2,4.9,265.9,2.1,1.8,17.1,19,17,25,,0.185
08/07/2017,25.9,0,8.5,66.8,15.5,9.9,20.6,1011.9,16,276.2,2.3,4.5,17.2,18.6,16.9,24.9,,0.178
09/07/2017,25,0,10.5,72.4,17.4,10.2,23.8,1005.8,15,254.3,1.9,4.2,17.6,17.6,17.3,24.7,,0.177
10/07/2017,24.4,2.4,10.3,79.2,15.3,11.2,19.4,1001.9,7.3,263.3,2,2.3,17.4,17.1,17,24.4,,0.175
11/07/2017,28.3,6.2,9.8,93.4,11.8,10.9,12.6,1002.4,3.1,18.2,1.3,1,15.7,18.1,15.3,27.8,,0.164
12/07/2017,29,0,8.6,70.8,14.8,10,20.3,1011.4,14.7,15.2,2.1,3.8,16.1,19.4,16.1,29.5,,0.166
13/07/2017,27.7,0.3,9,69.5,15.8,8.6,21.8,1012.8,11.1,211.4,2.1,3.5,16.6,19.3,16.5,28,,0.169
14/07/2017,25.8,0.5,9.1,72.9,14.8,12.3,18.2,1012,12.5,271.1,3.2,3.5,16.8,19.1,16.3,27.5,,0.167
15/07/2017,26,0.5,12.3,84.9,16.9,12.6,20.9,1011.7,5.7,202.6,2.3,1.6,16.7,19,16.4,27,,0.159
16/07/2017,26.2,0,10.3,68.1,17.9,12.4,21.5,1015.2,15.1,270.2,3.1,4.3,18.5,18.8,18.2,26.7,,0.159
17/07/2017,24.2,0,9.5,64.6,18,10.6,24.5,1016.7,15.9,270,2.1,4.7,18.6,18.7,18.3,26.4,,0.159
18/07/2017,23.9,0,10.2,73.8,17.1,9.9,24.4,1012.6,13.8,71.6,2.1,4.1,19.2,18.6,19.3,25.8,,0.162
19/07/2017,23.4,0,13.3,83,18.9,14.4,24.3,999.8,6.6,102.9,2.4,2,19.1,18.3,19.4,25.4,,0.163
20/07/2017,25.3,5.5,10.1,79.1,14.9,10.5,18.2,999.2,6.5,257.5,2.4,2.1,18.2,18.2,17.8,25.2,,0.164
21/07/2017,24,0.1,9.5,68.7,16.5,11,20.6,1000,6.3,139.4,4.7,3.2,16.7,18.8,16.7,25.5,,0.171
22/07/2017,29.3,21.7,10.4,80.3,15.6,11.5,20.2,1000.7,11.6,149.5,2.5,3,17.5,24,17.7,30.2,,0.159
23/07/2017,31.4,10.3,10.9,87.9,14.6,11.8,19.5,1004.1,9.1,325.8,2.2,2.2,17.4,25.7,17.2,31.9,,0.151
24/07/2017,31.4,0,10.2,84.4,14.1,11.4,16,1009.4,5.8,343.7,4.2,1.9,16.3,25.2,16,31.4,,0.145
25/07/2017,28.8,0,9.7,74,15.6,11.9,20.9,1009.4,13.1,356.8,2.2,3.3,17.5,24.4,17.4,29.7,,0.143
26/07/2017,27.7,4.1,11.1,86.5,15.1,10.7,20.3,997.3,6.2,187.6,3.8,1.9,17,25.6,16.8,30.6,,0.135
27/07/2017,31.6,4,9.3,77.5,14.1,10.6,18.1,996.3,8.1,220.5,2.8,2.5,16,26.4,15.8,32.2,,0.139
28/07/2017,31.1,5.7,10.3,78,15.7,12.6,20.4,996.1,10,210.3,3.9,3,16.5,27,16.2,31.9,,0.146
29/07/2017,33,0,9.6,71.9,16.1,12,19.2,998.2,11.2,219.6,2.7,3.3,16.9,26.8,16.6,31.9,,0.139
30/07/2017,30.8,2,9.7,74.3,15.6,11.6,20,996.5,11.2,223,2.9,3.5,17.2,26.7,16.8,31.3,,0.136
31/07/2017,29.9,0,9.1,68.1,15.9,12.5,19.4,1001.5,8.4,216.3,3.2,3.1,16.5,26,16.3,30.4,,0.147
01/08/2017,30.3,2.1,9.7,76.4,15.1,11.6,19,1004.5,7,215.7,2.7,2.5,16.1,25.7,16,29.7,,
02/08/2017,29.5,0,11.6,84.8,16,12.4,18.7,1001.3,6.2,164.1,3.9,1.9,16.5,25.7,16.5,29.5,,0.142
03/08/2017,28.8,2,10.6,75,16.7,13.8,19.4,994.6,7.9,220.5,3.7,2.8,16.7,25.7,16.5,29.5,,0.14
04/08/2017,30.4,0,9.2,68.3,16,12.7,18.8,1001.7,9.6,261.6,4,3.5,16.9,25.7,16.3,29.4,,0.149
05/08/2017,27.3,0,8.1,64.9,14.9,10.8,18.9,1009,13,275,3.7,4.1,16.7,25.4,16,28.9,,0.154
06/08/2017,26.4,8.3,9.3,73.7,15.2,11,18.9,1012.1,9.1,225.6,3.4,3.1,16.6,25.6,16.3,28.5,,0.16
07/08/2017,31.4,1.3,9.5,74.7,15.2,12.2,18.9,1008.8,11.5,247.2,2.7,3.2,17,28.3,16.6,32.4,,0.14
08/08/2017,31.3,18.6,10.3,93.6,12.5,11.4,13.6,1006.8,2.9,333.2,2.9,1,15.6,30,15.1,33.1,,0.126
09/08/2017,31,1.6,9.4,78.6,14,9.6,17.7,1012.5,11.3,346.5,4.6,3,15.4,29.1,15.3,33.1,,0.136
10/08/2017,30.4,0,8.7,71.4,14.6,8.9,20.5,1017.5,11,262.9,2.2,3.2,16.2,27.6,15.9,31.1,,0.143
11/08/2017,29.2,0,10.4,80.2,15.1,8.4,19.1,1008.9,5.1,214,3.3,2,15.6,27.2,15.4,30.1,,0.143
12/08/2017,29.9,10.5,10.5,81.8,15.2,11.1,19.8,1007.8,8.5,282.5,3,2.4,16.6,27.7,16.3,30.6,,0.151
13/08/2017,31.2,0,8.1,68.2,14.5,9.3,18.9,1014,12.5,270.6,2.1,3.3,17,28.6,16.5,32.3,,0.137
14/08/2017,28.6,0.2,10.2,76.4,15.8,12.3,19.6,1009.2,9.3,163.7,3.5,2.8,17,27.5,17.1,30.8,,0.146
15/08/2017,28.8,0.3,9.7,72.2,16.1,11.5,19.9,1007.2,13.3,234.1,3.6,3.9,17.7,27.1,17.5,30.2,,0.151
16/08/2017,27.8,0.8,9.2,70.8,15.7,8.7,20.7,1009.3,9.7,176.7,3.5,3.6,16.8,26.8,16.8,29.5,,0.155
17/08/2017,32.4,9.2,11.2,78.2,17.2,13.4,22.3,1001.3,9.7,207.4,3,2.9,17.7,29.5,17.6,33,,0.134
18/08/2017,32.3,1.9,8.9,72.1,14.4,11.1,16.5,1000.2,7.4,227.6,3.6,2.9,16.4,28,16.1,31.2,,0.145
19/08/2017,32.2,0,8.7,70.3,14.5,11.3,16.7,1006.5,8.9,258.6,4.6,3.2,15.5,28.2,15,31,,0.156
20/08/2017,29.8,0,8.6,70.4,14.6,10.6,18.2,1014.6,8.3,278.3,2.5,2.6,16,28.4,15.5,30.3,,0.159
21/08/2017,28.3,1.9,10.6,84.9,14.5,8.7,19.1,1014.9,6.4,169,1.8,1.8,16.1,28.5,16.1,29.7,,0.177
22/08/2017,30.1,0.4,13.6,87.8,18.3,15.6,22.5,1012.1,6.3,127.7,2.5,1.6,17.9,28.5,17.9,29.5,,0.145
23/08/2017,31.5,43.6,11.9,84.2,16.7,13.7,20.3,1006.1,5.5,221.5,2.9,1.8,17.7,30.9,17.4,32.5,,0.13
24/08/2017,32.5,0,9.7,75.8,15.2,12.1,18.6,1008.1,4.4,243,2.4,1.9,16.4,30.5,16,32.1,,0.14
25/08/2017,30.7,0,10.3,77.1,15.9,11.2,19.6,1010,7.6,236.8,1.7,2.1,16.8,29.7,16.6,31.2,,0.143
26/08/2017,31.4,0,10.3,75,16.4,12.4,20.9,1010.1,8.8,255.8,2.4,2.8,17.7,29.3,17.4,30.6,,0.152
27/08/2017,29.8,0,10.3,74.4,16.7,9.3,22.7,1011.9,10.3,233.5,1.7,3,17.6,29,17.5,30,,0.151
28/08/2017,28.2,0,11.5,74.3,18.4,14.2,22.8,1009.2,10.6,232.7,3,3.3,18.6,28.6,18.6,29.2,,0.157
29/08/2017,29.7,2.3,9.7,77.8,14.5,11.1,17.5,1007.3,4.2,274.8,2.2,1.7,17.8,28.2,17.3,28.7,,0.176
30/08/2017,27.3,0.7,8.7,76.7,13.3,10.3,17.7,1006.6,2.7,274.5,1.9,1.5,16.3,28.1,15.8,28.7,,0.173
31/08/2017,27.8,0,8.4,77.1,12.7,7.9,17.9,1010.1,6,271,2,2,15.9,28,15.6,28.4,,0.181
01/09/2017,27.2,0.4,9.2,80.4,13.3,8.9,18.4,1015.9,5.2,303.3,1.6,1.6,15.8,27.8,15.5,28.1,,0.168
02/09/2017,26,0,8.6,72.8,14.2,8.5,19.5,1014.7,6.8,216.9,1.7,2.3,16.2,27.5,16.1,27.9,,0.161
03/09/2017,25.5,0.1,9.5,81,13.8,10.1,17.7,1005.3,4.1,149.1,4.3,1.9,15.2,27.2,15.2,27.5,,0.159
04/09/2017,26.9,0.3,12.5,90.4,16.3,12.5,21.2,1003.5,4.8,170.8,3,1.2,16.1,26.9,16.2,27.2,,0.137
05/09/2017,30.4,12.1,11.9,87,16,12.8,18.3,1004.4,3.9,214.5,3.2,1.4,16.7,30.5,16.7,31.8,,0.115
06/09/2017,32.8,0.1,9.1,77.1,13.7,11.3,16,1009.7,6.6,261.9,3.8,2.3,15.6,30.1,15,31.4,,0.131
07/09/2017,31.8,0.1,10.3,84.3,14.3,11.9,16.6,1003,3.8,208,3.9,1.5,15.1,29.5,14.9,30.4,,0.139
08/09/2017,35.1,6.8,9.4,80,13.7,11.4,16.5,989.7,8.7,246.2,3.5,2.4,15.5,31.7,15.2,33.3,,0.117
09/09/2017,34.3,9.6,9.6,89,12.2,10.3,15.2,989.6,4.3,268.7,2.3,1.4,14.7,32.7,14.4,33.8,,0.118
10/09/2017,34.4,4.7,9.3,84.6,12.5,9.8,15,985.9,2.7,215.7,4.5,1.4,13.6,32.3,13.4,33.7,,0.112
11/09/2017,35.5,4.4,9.1,78.6,13.4,10.4,16.8,981.4,8.1,251.1,5.4,2.6,14,32.5,13.7,34,,0.12
12/09/2017,32.1,5.7,8.3,74.3,12.9,10.7,16,992.2,5.9,235.8,4.9,2.4,13.7,31.5,13.2,32.6,,0.129
13/09/2017,32.9,0,8,76.2,11.8,9.1,14.9,987.1,7.7,266,5.4,2.5,13.6,33.8,13,33.4,,0.126
14/09/2017,31.5,1.8,7.9,77.6,11.4,8.9,15,999.8,5.7,290.6,3.6,2,13,33.1,12.5,32.2,,0.127
15/09/2017,32.4,0.3,8,78.7,11.3,8.2,14.5,1006.2,4.4,314.7,3.1,1.7,12.5,33.1,12.2,32.1,,0.121
16/09/2017,33.5,0,8.2,81.8,11.1,9.3,13.5,1006,5.4,334.1,3.7,1.7,12.6,32.6,12.4,31.5,,0.133
17/09/2017,33.3,15.9,9.8,92.1,12,9.5,15.6,1008.9,4.1,334.6,3.1,1.1,12.6,33.3,12.5,32.6,,0.131
18/09/2017,34.5,1,8.5,85.6,11,7.5,13.8,1012.2,2.9,322.5,2.8,1.2,12.6,34.1,12.4,33.3,,0.141
19/09/2017,34.9,0,7.6,77.6,11,6.1,15.9,1013.8,5.9,265,2.1,1.8,12.7,34.1,12.3,33.1,,0.151
20/09/2017,33,0.6,9.8,81.4,14,8.8,17.9,1008.5,4.2,204.1,3.3,1.5,13.4,33.2,13.4,32.1,,0.15
21/09/2017,33.3,0.8,10.1,85.6,13.6,9.2,16.2,1006.4,0.9,211.2,3.9,0.9,13.9,32.9,13.8,32,,0.136
22/09/2017,32.5,0.8,8.4,84.4,11.1,5.5,15.8,1012.4,5.2,164.6,3.2,1.7,12.4,32.9,12.3,32.1,,0.159
23/09/2017,33.7,0,10.6,91.3,13.3,9.3,16.2,1013.2,2.5,148.4,3.4,0.8,12.9,33,12.9,32.4,,0.127
24/09/2017,32,0,10.1,82.7,14.4,10.1,19,1013,5.1,136.4,4,1.8,13.8,32.8,13.8,32.1,,0.144
25/09/2017,31.6,1.3,11.7,94.2,14.4,13.1,16.3,1015.2,2.2,71.3,1.5,0.5,14.4,32.8,14.4,32.3,,0.12
26/09/2017,32.5,0,11.1,90.8,14.3,12.8,17.1,1017.2,3.2,90,1.9,0.8,14.8,33.1,14.8,32.7,,0.13
27/09/2017,33.6,9.4,10.7,85.9,14.6,12.7,17.3,1012.6,3.9,130.2,4.4,1.4,14.8,33.3,14.7,32.5,,0.141
28/09/2017,37.5,2.8,10.5,83.4,14.9,11.4,18.6,1010.1,6.9,182.6,2.4,1.8,15.3,35.3,15.3,34.3,,0.125
29/09/2017,36.1,4.4,9.7,84,13.3,9.8,16.9,1006.8,4.5,189.8,3.4,1.7,14.4,34.9,14.3,34.2,,0.119
