timestamp,06/09/2021 10:33,,,,,,,,,,,,,,,,,
site-id,SPENF,,,,,,,,,,,,,,,,,
site-name,Spen Farm,,,,,,,,,,,,,,,,,
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
parameter-name,COSMOS sensor VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day),Snow water equivalent (only given on snow days),Daily mean albedo value (swout/swin)
parameter-units,%,mm,gm-3,%,Deg Celsius,Deg Celsius,Deg Celsius,hPa,MJday-1,Deg Celsius,ms-1,mm,Deg Celsius,%,Deg Celsius,%,mm,Unitless
30/09/2017,36.2,2.1,9,88.5,11.3,7.7,14.9,1006.9,4.3,177,2.7,1.3,12.7,34.8,12.6,34.1,,0.126
01/10/2017,36.7,1,11.3,87.6,15.1,12.4,17.3,999,2.9,185.8,5.3,1.2,14,35.3,14.1,34.6,,0.129
02/10/2017,32.9,0.1,8.1,71,13.2,10.6,15.2,1000.7,7.2,259.9,7.4,3.1,13.1,34.1,12.9,33.1,,0.149
03/10/2017,30.3,0,7.5,72.3,11.7,10.1,13.4,1012.8,5,269.7,4.5,2.3,12,33.3,11.6,32.2,,0.136
04/10/2017,30.6,2.3,8.7,83.7,11.6,10.4,12.6,1008.9,1.2,230.6,4.9,1.1,11.7,32.9,11.5,31.7,,0.155
05/10/2017,31.1,0.5,7.8,73.7,11.9,8.9,15.7,1008.2,4.9,286,5.1,2.2,12.1,34.5,11.8,33.9,,0.136
06/10/2017,29.3,0.1,6.9,72.8,10.2,7,13,1017.4,2.5,273.8,2.8,1.5,10.9,33.6,10.6,32.5,,0.141
07/10/2017,30.3,0.1,9.3,84,12.7,10.6,13.8,1007.5,-0.5,265.2,4.6,0.8,11.6,33.2,11.5,32.1,,0.134
08/10/2017,29.2,0,9,81.8,12.6,10.8,15.2,1012.5,2.5,271.7,2.2,0.9,12.2,32.9,12.1,31.8,,0.133
09/10/2017,29.9,0,9.4,84,13,11.4,15.5,1010,2.4,217.9,2.1,1,12.8,32.7,12.7,31.4,,0.137
10/10/2017,29.4,0.1,9.4,77.7,14.2,12.5,15.6,1003.1,1.7,225.3,3.7,1.3,13,32.5,12.9,31.3,,0.127
11/10/2017,28.9,0.5,9.6,78.4,14.1,10.2,15.7,997.5,0.2,224.9,6.4,1.5,12.7,32.3,12.7,31.1,,0.131
12/10/2017,29.8,0,7.7,72.8,12,9,14.2,1008.9,1.9,216.8,3.5,1.6,11.5,32.2,11.3,31.4,,0.134
13/10/2017,28.8,,11.9,80,17.4,12.7,20.1,1008.6,4.3,196.4,6,1.8,13.6,31.9,13.8,30.9,,0.138
14/10/2017,29.1,0,11.7,79.7,17.3,12.2,19.8,1012.7,1.7,199.9,4.3,1.5,15,31.6,15,30.4,,0.142
15/10/2017,28.7,0,10.3,82.8,14.6,10.7,18.4,1008.7,3.5,186.5,3.3,1.4,13.6,31.3,13.6,30.2,,0.149
16/10/2017,26.8,0.5,9.8,76.8,15.1,11.5,19.8,1003.8,0.4,168.2,5.9,2,13.5,31.1,13.4,30,,0.176
17/10/2017,26.4,0.1,7.2,65.7,12.5,9.6,14.3,1006.9,1.7,235.3,5.9,2.5,11.8,30.6,11.6,28.8,,0.156
18/10/2017,26.4,1.3,8.1,85.1,10.3,7.9,12.6,1006.5,1.8,85.9,1.6,0.8,11.3,30,11.2,28.4,,0.137
19/10/2017,31.5,9.3,10.6,96.4,12.4,10.4,14.7,996.1,1.1,136.6,3.2,0.3,12.2,32.2,12.2,31.5,,0.11
20/10/2017,34.4,0.4,9.4,87.2,12.2,9.9,15.1,994,1.8,200.8,3.3,1,12.5,34.5,12.4,34.6,,0.113
21/10/2017,35.5,11.1,9.1,84.7,12.1,10.2,13.8,987.4,2.2,181.5,7.2,1.4,11.7,35.1,11.7,35.5,,0.126
22/10/2017,34.1,0.1,7.4,78.9,10,7.7,11,1000.6,0.5,271.1,6.6,1.4,10.5,34.6,10.3,34.8,,0.116
23/10/2017,31.2,0.1,9.3,91.2,11.2,6.7,14.7,1007.9,1.7,156.2,2.2,0.5,10.3,33.6,10.3,33.7,,0.115
24/10/2017,34.4,4.9,10.7,89.7,13.9,10.6,17.3,1005.5,1,198.9,3.2,0.5,11.8,35.1,11.8,35,,0.11
25/10/2017,34.2,3.3,8.9,80.9,12.5,10.3,16,1010.7,1.6,237.5,3.5,1.2,12.1,35.4,12.1,35.5,,0.12
26/10/2017,35.4,5.6,8.8,89.6,10.7,7.6,11.7,1017.5,-1.3,243.5,1.7,0.3,10.8,35.2,10.8,35.5,,0.124
27/10/2017,33.6,0,6.9,78.5,9.1,5.9,12.7,1025.6,0.8,279.6,2.6,1.2,9.2,35.1,8.9,35.3,,0.135
28/10/2017,33.6,0.3,9.2,82.9,12.6,9,14.4,1014.5,0.4,273.1,7.1,1,10,34.3,10.1,34.6,,0.113
29/10/2017,29.4,0,6.4,72.2,8.9,4.5,14.2,1017.7,1.1,325.4,4.3,1.6,10,33.9,9.8,34,,0.15
30/10/2017,32.1,0,5.7,77.6,6.2,2.4,8.9,1023.2,0.2,246.6,2.1,0.9,7.5,33.7,7.3,33.6,,0.129
31/10/2017,36.6,2.4,8.4,84.9,10.8,7.6,13.2,1015.3,0.3,223.4,2.5,0.5,9,35.4,9,35.3,,0.099
01/11/2017,34.7,0,8.2,84.4,10.6,8.8,12.3,1009.8,-1,226.4,2.7,0.5,9.4,34.7,9.4,35.1,,0.117
02/11/2017,34.1,0,7.4,82.7,9.2,7.4,11,1009,0.8,319.3,2,0.7,9.1,34.2,9.1,34.7,,0.127
03/11/2017,32.6,0,7.5,82.6,9.4,7.5,10.8,1004.9,0.3,187.1,2.2,0.6,9,33.9,9,34.5,,0.109
04/11/2017,34.3,3.8,7.3,85.2,8.6,4.9,11,996.8,0.6,247.4,2.4,0.8,9.2,35.7,9.1,35.9,,0.126
05/11/2017,32.1,0,5.4,78.7,5.3,2.9,8.8,1007.1,-0.8,275.4,2.5,0.9,6.6,35,6.3,35.4,,0.146
06/11/2017,33.5,0,5.8,82,5.5,-0.6,10.2,1015.1,0.1,192.5,2.9,0.9,5.4,34.3,5.3,34.9,,0.148
07/11/2017,34.9,1.1,7.2,85,8.3,5.9,11.1,1008.6,0,220.7,4.2,0.6,7.5,34.4,7.6,35,,0.118
08/11/2017,34.7,0,5.6,78.6,5.8,2.3,9.3,1016.1,0,259.4,2.3,0.9,6.3,35,6.1,35.5,,0.152
09/11/2017,35.7,0,7.2,75.7,10.2,7.6,12.7,1013.3,0.8,260.4,3.6,1,7.7,34.5,7.7,35.1,,0.138
10/11/2017,33.1,0.9,6.2,76.4,7.6,5.9,9,1009.3,0.5,266.8,4.4,1.2,7.1,34.4,7,34.9,,0.148
11/11/2017,31.8,0,5.8,79,6.2,3.6,8.5,1004.5,-0.4,280.6,2,0.7,6.6,34.3,6.5,34.7,,0.148
12/11/2017,30.7,0,4.6,68.4,5,2.8,7,1006.5,-1.1,308.5,4.8,1.4,5,34.1,4.7,34.4,,0.163
13/11/2017,31.7,0,4.7,72.5,4.4,1.5,7,1017.7,-0.3,258.8,2.9,0.9,4.2,33.9,4.1,34.1,,0.127
14/11/2017,32.4,0,8.3,86.2,10.4,7.2,12.8,1013.1,0.8,230.1,2.9,0.4,6.9,33.7,7.1,33.7,,0.14
15/11/2017,31.3,0.5,7.6,87,8.8,7.3,11,1016.3,1.1,151.4,1.6,0.4,8.1,33.6,8.1,33.6,,0.115
16/11/2017,31.8,0,6.4,78.8,7.7,3.6,10.7,1014.7,-2.7,241.5,3.2,0.6,7.1,33.7,7,33.6,,0.139
17/11/2017,32.5,0,5.4,77.3,5.6,2.9,8,1019.7,-2.3,241.2,2.9,0.6,4.9,33.7,4.7,33.6,,0.138
18/11/2017,30.4,0,5.6,74,6.5,2.2,9,1013.1,-2.3,282,3.4,0.7,5.2,33.6,5.2,33.6,,0.138
19/11/2017,27.8,0.1,4.6,71.4,4,1.6,6.9,1015.2,-0.8,253.7,2.2,0.7,3.7,33.6,3.6,33.4,,0.152
20/11/2017,33.5,6.2,8.4,91.6,9.6,4.4,13.1,1003.7,0.3,227.4,3,0.2,6.3,35.5,6.6,35.6,,0.117
21/11/2017,33.8,4,9.7,90.5,12.1,10.1,13.9,997.2,0.8,208,3.9,0.3,8.8,36.2,9,36.2,,0.104
22/11/2017,36.7,2.1,9.5,79,14,11.9,15.6,981.4,-0.7,195.4,6.9,1.2,10.1,36.1,10.2,36.1,,0.092
23/11/2017,36,1.8,6.1,78.2,6.9,2.1,13.2,985.2,-1.9,236.8,5,1.1,8,36.1,7.7,36.2,,0.156
24/11/2017,36.3,2.8,5.1,85.4,3,0.3,7.3,1002,-1.1,222.3,2.1,0.7,4.4,35.8,4.1,36,,0.17
25/11/2017,35.6,0.2,4.9,83.1,2.8,-0.1,5.4,1006.2,-0.3,257,3.8,0.8,3.1,35.9,2.9,36.2,,0.154
26/11/2017,34.7,0.1,5.3,81,4.5,2.7,6.5,1012.2,-1.4,252.2,4.1,0.6,3.2,35.1,3.2,35.6,,0.156
27/11/2017,33.6,1.3,6,81,6.3,3.8,9.1,1000.8,-1.9,269.6,5.2,0.7,4.8,35.8,4.8,36.2,,0.132
28/11/2017,33.7,0,4.9,78.8,3.6,1.3,5.4,1001.4,-2.2,303.6,4,0.7,3.3,35.6,3.2,35.9,,0.144
29/11/2017,33.9,0.7,4.8,80,3,0.8,4.3,1005.7,-2.3,322.3,4.9,0.6,3,35.6,3,36,,0.139
30/11/2017,35,5.5,4.1,77.2,1.2,0.3,2.8,1006.5,-1.5,324.5,5.9,0.8,1.5,35.1,1.4,35.4,,0.155
01/12/2017,38.2,1.5,4.8,82.9,2.8,1,4.3,1017.4,-0.5,321.6,4.3,0.5,2,36.8,2,36.6,,0.169
02/12/2017,35.4,0,6,84.5,5.4,3.2,7.5,1018.6,-0.4,270.3,2.3,0.3,3.4,35.7,3.5,36,,0.113
03/12/2017,34.1,0,6.6,85.7,6.8,2.9,8.8,1019.9,-2,287.9,2.2,0.2,4.7,35.2,4.9,35.7,,0.12
04/12/2017,33.4,0,6.4,86.3,6.3,2.6,8.7,1024.9,-1.5,273.3,3.2,0.3,3.9,35,4.1,35.5,,0.168
05/12/2017,33.9,0,6.2,77.2,7.7,6.8,8.6,1024.6,-0.6,261.2,4.7,0.9,5.3,34.9,5.4,35.3,,0.111
06/12/2017,34,0,7,75.8,9.7,7.8,11.5,1012.9,-0.7,212.7,5.4,1,6.2,34.6,6.4,35,,0.115
07/12/2017,35.1,2,6.3,76.5,7.6,1.4,13.3,997.2,-1.7,252.9,6.8,1.2,6.8,34.7,6.7,35.1,,0.126
08/12/2017,32.2,0,3.7,70,1.2,-0.2,2.6,1005.4,-3.9,286.3,5.2,1,2.6,35.1,2.3,35.6,,0.186
09/12/2017,32,0,3.9,77.2,0.7,-0.8,1.7,1004.4,-3.5,260.9,3.4,0.5,1.1,34.6,1,,,0.144
10/12/2017,30.6,0,4.3,91.5,-0.4,-1.9,0.8,978.4,-1.8,3.5,2.8,0.2,1,,1,,,0.119
11/12/2017,30.4,0,3.6,80.1,-1.2,-3.2,1.1,983.8,-4.7,323.3,2.8,0.3,0.7,,0.6,,,0.219
12/12/2017,34.6,0.6,4.5,85.8,1,-1.8,3.5,996.8,-2.1,225.4,3.3,0.3,0.5,,0.4,,,0.194
13/12/2017,34.2,3.3,5.5,85.5,4.3,2.3,7,984.1,-1.3,237.9,4,0.4,1,,1,,,0.133
14/12/2017,32.4,4.5,5.1,84.7,3.1,1.8,5.1,978.5,-1.5,236.4,3.6,0.4,1.5,,1.6,,,0.123
15/12/2017,34.8,0.4,4.8,82.8,2.7,1,4.6,994,-3.5,319.4,4.4,0.3,1.5,36,1.6,36.2,,0.154
16/12/2017,33.3,0,4.2,79,1.4,-0.1,4.1,1010.4,-4.2,280.8,2.7,0.3,0.9,,0.9,,,0.149
17/12/2017,36.3,2.7,5.4,87.3,3.2,-0.5,9.3,1012.3,-1.8,227.4,2.9,0.3,1,,1.1,,,0.099
18/12/2017,35.7,0,5.5,83,4.6,2.2,7.6,1021.8,-3,268,2,0.3,1.1,,1.2,,,0.156
19/12/2017,36.6,0,6.8,89.9,6.6,3.4,9.5,1025.5,-1.7,228.9,1.8,0.1,1.9,35.6,2.1,36,,0.126
20/12/2017,36.1,0,8.6,88.9,10.4,9.5,11.7,1026,-0.3,255.8,2.7,0.1,5.3,35.3,5.7,35.8,,0.1
21/12/2017,36,1.3,8.3,95.5,8.7,7.1,10,1026.7,0.8,207.3,1.2,0.1,6.1,35.9,6.3,36.3,,0.093
22/12/2017,36,0,8.3,91.8,9.4,7.4,10.4,1027.4,1,267.5,2.4,0.3,6.8,35.7,7,35.9,,0.102
23/12/2017,36.1,0,7.8,86,9.5,9,10.8,1022.3,0.1,261.3,4.4,0.5,7.2,35,7.4,35.3,,0.112
24/12/2017,35.7,0.1,7.8,78.7,10.9,10,12.4,1010.1,-1.7,232.8,5.5,0.8,7.7,34.7,7.8,35,,0.114
25/12/2017,34.7,1.6,7,76.2,9.6,4.9,11.8,992.4,-2.3,215.4,6.6,1.1,7.3,34.5,7.3,34.8,,0.145
26/12/2017,34,0.5,5.2,86.4,3.2,1.3,5.1,983.9,-1.5,253.6,3.7,0.5,4.9,35.6,4.7,36.1,,0.155
27/12/2017,33.8,2.2,4.2,78.4,1.5,0.5,3,984.9,-2.9,313.4,5.2,0.7,2.9,36.1,2.7,36.2,,0.136
28/12/2017,34.1,0,4.1,74.3,1.9,0.2,4.6,993.1,-4.6,268.7,4,0.6,1.4,35.1,1.3,34.9,,0.181
29/12/2017,33.9,4.9,4.8,90,1.5,-1.9,6,986.7,-1.3,183.5,3.4,0.5,1,,1,,2.04282,0.611
30/12/2017,33.7,7.4,5.6,83.9,4.9,0.5,9.3,984.9,-0.4,220.8,3.8,0.6,2.1,37.2,2.3,37,,0.12
31/12/2017,33.7,4.2,6.2,76.5,7.7,4,11.1,981.3,-1.7,214.3,5.3,0.8,4.3,37,4.4,36.7,,0.17
01/01/2018,36,1.1,5.6,80.1,5.5,4.3,6.7,987.4,-1.9,233.1,4.1,0.6,3.9,37,3.9,36.8,,0.126
02/01/2018,34.9,7.6,6,84.9,5.6,3,9.5,991.7,-2.2,202.8,4.4,0.3,3.4,36.9,3.5,36.9,,0.142
03/01/2018,32.1,1.9,6.1,76.2,7.6,6.7,8.5,981.1,-0.9,261.7,8.5,1.2,4.8,36.9,4.9,36.8,,0.141
04/01/2018,33.6,4.1,6.3,85.9,6.1,4.7,7.6,982.1,-1.4,230.3,5.1,0.5,5,37.2,5,37.2,,0.106
05/01/2018,33.4,0,5.4,88,3.4,2.2,4.7,986,-2.2,257.4,1.8,0.2,3.4,36.3,3.4,36.1,,0.128
06/01/2018,35.7,1,5.1,85.7,3.1,1.1,5.5,1007.7,-1.6,356.6,3,0.4,3,36.2,3,36.2,,0.153
07/01/2018,33.7,0.1,4.4,85.5,1,-1.9,4.5,1024.4,-2.8,357.2,1.9,0.4,1.5,35.9,1.4,35.8,,0.167
08/01/2018,32.3,0,4.3,84.4,0.5,-3.3,3.6,1018.6,-1.1,36.8,1.7,0.6,0.8,,0.8,,,0.139
09/01/2018,34.7,0,5.4,95.7,2.3,1.5,3.1,1001.2,0.2,130.4,2.4,0.2,1.4,,1.5,,,0.11
10/01/2018,37.8,3.6,6.4,97.6,4.5,3.2,5.7,998.2,1.1,325.1,1.9,0.1,3.2,36.9,3.4,37.1,,0.099
11/01/2018,35.1,0,6.6,92.6,5.6,4.7,6.4,1013.1,0.5,330.1,2.5,0.2,4.3,36.4,4.4,36.3,,0.103
12/01/2018,34.6,0,6.5,96.6,4.9,4.2,5.6,1018.9,0.6,120.1,2.5,0.2,4.8,35.9,4.8,35.9,,0.107
13/01/2018,35.9,0,5.9,87.5,4.8,3.8,5.4,1013.1,-0.5,141.1,5,0.5,4.5,35.6,4.5,35.6,,0.111
14/01/2018,35.5,0.6,5.1,82.9,3.3,2.5,3.8,1009.4,-0.3,168.8,4.1,0.6,3.7,35.4,3.8,35.3,,0.109
15/01/2018,35.8,10.8,6.3,86.1,6,3.3,9,984.9,0.1,224.8,5.3,0.6,4.4,36.9,4.5,37.7,,0.133
16/01/2018,33.6,5.7,4.8,82.6,2.5,0.6,4.4,981.7,-0.9,254.6,5.6,0.8,2.6,37.6,2.5,38.2,,0.152
17/01/2018,36.3,4.3,4.8,79.5,3.4,0.8,5.4,990.5,-0.9,253.6,6.4,0.8,2,37.6,2,37.6,,0.171
18/01/2018,35.3,7.8,5.1,85.7,2.9,0.5,6,988.7,-0.2,264.8,3.9,0.5,2.2,37.6,2.2,38.1,,0.153
19/01/2018,34.7,0.5,4.8,81.2,2.9,1.4,4.4,997,-2.5,247.7,3.5,0.4,1.5,36.7,1.5,36.6,,0.141
20/01/2018,33.9,0,4.7,86.7,1.7,0,4.7,996.2,-2.8,252.7,1.9,0.2,1.3,36.4,1.3,36.3,,0.118
21/01/2018,35.4,5.1,4.7,95.2,0.3,-0.7,5,1002.2,-0.6,167,3.1,0.2,0.8,,0.8,,,0.167
22/01/2018,35.2,0.1,6.1,81,6.5,3.1,8.2,1002.3,0.5,247.4,3.4,0.6,2.3,,2.5,,,0.132
23/01/2018,37.1,0.3,7,80.8,8.8,3.6,12.9,1001.2,-1.5,190.2,5.7,0.6,4.4,37,4.6,36.7,,0.137
24/01/2018,35,6.2,6.5,76.2,8.5,6.1,13.2,991.3,-2,213.9,6.8,1,5.7,37.1,5.8,37.5,,0.18
25/01/2018,34.3,1.1,5.5,77.3,5.8,3.4,7.9,995.9,-1,205.1,4.3,0.9,4.2,37,4.2,36.6,,0.15
26/01/2018,34.4,0,5.5,84.1,4.5,2.1,7.1,1012.3,0.4,298.7,2.3,0.6,3.8,37.2,3.8,36.6,,0.161
27/01/2018,36.1,0.4,6.5,81.7,7.4,1.9,12.1,1012.3,-1.4,210.8,5.8,0.7,4.2,36.6,4.4,36.2,,0.131
28/01/2018,34.2,0.4,7.9,81.1,10.5,7.9,12.5,1016.7,-0.5,237.7,6,0.7,6.5,36.4,6.7,36.1,,0.128
29/01/2018,34.2,1.6,6.5,78,7.9,4.4,11.3,1016.1,-0.5,261.5,5.3,1.1,6.9,36.9,6.8,36.7,,0.147
30/01/2018,33.7,0,5.2,76.7,5.1,3.8,6.6,1015.7,0.3,212.9,3.2,0.8,4.7,36.6,4.7,36.2,,0.142
31/01/2018,34.5,3.4,5.1,79.8,4.2,1.8,6.4,991.6,0.7,249.9,5.5,1,4.2,37.1,4.1,36.9,,0.161
01/02/2018,33.2,0,4.4,70.2,3.9,1.9,5.9,994.4,-2,292.2,5.3,1.1,2.7,36.9,2.7,36.5,,0.143
02/02/2018,33.8,0,4.7,71.6,4.4,1.5,6.4,1003.9,-0.1,302.3,4.1,1,3.3,36.3,3.3,35.8,,0.147
03/02/2018,35.1,5.6,5.3,93,2.4,1.4,3,1001.8,0.9,272.6,1.6,0.3,2.9,36.9,3,36.9,,0.114
04/02/2018,35.1,0,4.8,85.6,2,0.8,4.3,1021.8,1.7,354,2.3,0.7,2.9,37.4,2.9,37.2,,0.13
05/02/2018,33.4,0,4.3,82.5,1.1,-0.4,3,1022.3,-0.2,347.8,1.4,0.4,2.5,36.7,2.5,36.3,,0.124
06/02/2018,33.4,0.1,4,78.6,0.5,-0.8,1.7,1012.5,-0.6,290.6,2.6,0.6,1.7,36.5,1.6,36,,0.119
07/02/2018,35.3,0,3.4,67.7,0.7,-2,3.2,1013.6,0.1,281.9,2.4,0.9,1,,0.9,,,0.153
08/02/2018,34.5,1.1,5.6,85.9,4.2,0.2,8.3,1004.5,1.2,172.1,3.6,0.5,2.1,,2.3,,,0.119
09/02/2018,34.6,0.5,4.9,78.8,3.7,0.9,6.2,1001.4,-0.2,274.1,3.7,0.8,3.2,37,3.2,36.8,,0.13
10/02/2018,36.6,5.8,5.8,88.6,4.1,-1.1,8.8,996.8,0.5,177.3,4.5,0.4,2.4,37.1,2.5,37,,0.119
11/02/2018,33.7,0.1,4.5,76.9,2.8,0.7,5.5,992.4,-1.6,281.5,6.3,0.9,3,37.4,2.9,37.1,,0.132
12/02/2018,32.3,0,4.3,75,2.5,0.7,5.4,1002.3,-1.9,233.5,4.3,0.7,1.6,36.7,1.6,36.2,,0.131
13/02/2018,32.2,0.4,4.8,87.7,1.7,-0.4,4.7,993.6,-0.6,184.4,4.1,0.4,1.5,,1.5,,,0.124
14/02/2018,35,5.1,4.9,88.8,1.7,-2,5.1,993.4,0.7,164.3,5.2,0.5,1.2,,1.2,,,0.12
15/02/2018,33,0,4.7,70.5,4.9,2.6,6.2,998.4,0.2,233.5,4.4,1.2,2.3,37.5,2.3,37.3,,0.142
16/02/2018,32.5,0,4.7,77,3.6,0.7,7.6,1014,-1.4,202.9,3.4,0.6,2,36.8,2,36.4,,0.141
17/02/2018,33.7,2.5,5.4,88.4,3.4,0.7,7.7,1013.4,0.5,165.4,2.5,0.4,2.3,37,2.4,37.2,,0.118
18/02/2018,35,0.7,5.8,92.7,3.7,-0.9,7.5,1013.3,2,153.2,2.1,0.4,2.7,37,2.8,37,,0.123
19/02/2018,38.2,5.8,8.1,97.2,8.1,5.7,9.9,1009.7,1.6,278.9,1.9,0.1,5.2,38,5.4,38.2,,0.108
20/02/2018,36.7,0.8,6.1,78.9,7,5.3,8.9,1016.2,3.5,331.8,4.6,1.3,5.7,37.7,5.7,37.9,,0.139
21/02/2018,38,0,5.8,84.8,5.2,2.9,7.4,1021.8,2.2,356.6,2.4,0.7,5.5,36.7,5.5,36.8,,0.136
22/02/2018,34.5,0,4.6,83.8,1.7,-0.8,4.2,1019.4,0.8,139.9,2,0.7,4,36.5,3.8,36.4,,0.138
23/02/2018,34.1,0,4.1,81.7,0.6,-2.7,3.7,1017.3,0.6,130,2.4,0.8,2,36.4,2,36.3,,0.12
24/02/2018,32.1,0,4.2,74.8,2.3,0.2,5.5,1019.2,3.2,104,3.7,1.2,2.4,36.2,2.4,36,,0.154
25/02/2018,32.3,0,3.7,70,1.3,-1.9,3.5,1025.2,3,94.3,3.3,1.2,2.4,36,2.4,35.7,,0.159
26/02/2018,32.9,0,3.4,71.4,0,-1.1,1.5,1028,2.3,44.4,3.1,1,1.4,35.8,1.5,35.6,,0.148
27/02/2018,34.4,1.1,3.8,87.8,-1.6,-3.5,1.1,1020.4,3,21.2,2.7,0.7,1.4,35.7,1.5,,,0.152
28/02/2018,32.9,2.2,2.9,81.8,-4.5,-5.9,-2.2,1014.6,-0.9,64.7,4.5,0.5,0.8,,0.7,,3.2716,0.677
01/03/2018,32.9,0.4,3,72.2,-2.3,-5.3,-0.4,1003.2,0.4,79.6,8,1,0.8,,0.9,,6.91739,0.717
02/03/2018,32.9,0.8,3.4,71.6,-0.4,-0.9,0.1,994.3,0.7,80.8,8.1,1.1,1.1,,1.1,35.6,4.92804,0.664
03/03/2018,32.9,0,3.7,80.3,-0.6,-1.8,0.2,990.7,0.2,74.3,3.6,0.6,1.1,36.5,1.2,36.5,4.54403,0.632
04/03/2018,32.9,2.7,5.4,97,2,0.2,3.9,984.3,1.4,71.6,2.3,0.3,1.3,37.2,1.3,37.5,4.22109,0.379
05/03/2018,35.4,2.2,6.2,93,4.6,2.1,8.3,981.5,4.6,98.8,2.1,0.6,3.5,37.7,3.7,37.4,,0.113
06/03/2018,37.2,9.8,6,86.9,5.2,3.2,6.5,980.1,2.5,209.7,3,0.6,4.7,38.1,4.8,38,,0.121
07/03/2018,34,0,5.1,80.4,4,1.2,8,986,2.3,189.1,1.8,0.8,4,37.2,4.1,36.9,,0.125
08/03/2018,33.7,9.3,4.9,84.3,2.7,0,6.5,986.6,2.6,250.6,2.7,0.9,2.4,37.8,2.3,37.8,4.35801,0.56
09/03/2018,37.1,3.1,5.7,83.1,5.1,0.9,8.9,994.1,3.9,167.5,2.6,1,3.6,37.3,3.7,37.2,,0.131
10/03/2018,38.1,9.9,7.5,95.3,7.3,4.8,11.5,986,2.9,68.6,1.8,0.4,5.6,38.4,5.8,38.3,,0.103
11/03/2018,36.8,0,6.7,92,5.9,2,10.2,986,4.6,54.5,1.8,0.9,5.6,37.4,5.6,37.6,,0.117
12/03/2018,37.6,19.5,6.6,95.8,5.2,4.3,6.3,986.4,1.1,2.1,4.3,0.3,5.5,38.5,5.5,38.5,,0.112
13/03/2018,36.1,0,5.5,75.5,6.2,2.3,9.7,999.4,3.8,270.8,1.8,1.1,5.8,37.7,5.9,37.9,,0.124
14/03/2018,36.8,0,5.8,82.1,5.7,0.1,10.5,995,3.5,136.6,4.8,1.2,5,37,5.1,36.6,,0.137
15/03/2018,34.9,6.8,6.4,91.9,5.4,4.9,6,985.1,0.7,103.1,5.1,0.4,5.2,37.7,5.3,37.1,,0.118
16/03/2018,38.9,5.5,6.1,95.4,4.1,1.4,5.6,995.2,0.8,90.1,5.6,0.3,5,38.4,5,38.4,,0.103
17/03/2018,39,1.6,3.6,75.7,-0.3,-3.1,2,1008.1,6,68.9,6.8,1.4,2.7,37.9,2.8,37.8,,0.137
18/03/2018,37.9,0.4,3.2,69.8,-0.5,-2.7,0.6,1009.9,1.2,66.3,6.6,1.2,1.8,37.4,2,37.9,3.03999,0.551
19/03/2018,36.9,0,3.9,67.6,2.4,0.4,5.2,1015.5,7.5,34.9,4.7,1.8,2.5,37.2,2.9,37.5,,0.139
20/03/2018,37.2,0,5,77.6,4.1,1.6,6.8,1023.8,3.1,325.2,3.9,1,3.7,37.2,3.8,36.5,,0.128
21/03/2018,36.4,0,5,76.1,4.6,0.1,7.7,1021.3,6.1,263.9,4.4,1.5,3.9,37.2,3.9,36.2,,0.137
22/03/2018,34.4,0,5.7,69.8,8,6.3,10.6,1008.4,6.4,246,4.8,1.9,6.3,37.1,6.4,36,,0.147
23/03/2018,32.7,0.3,5.9,73.1,7.7,5.8,9.9,990.1,4.9,229.1,4.8,1.6,6.6,36.9,6.6,35.8,,0.152
24/03/2018,33.5,0.6,6.4,84.4,6.7,4.5,9.9,996,3.9,339.2,1.4,0.8,6.8,36.8,6.9,35.6,,0.126
25/03/2018,32.2,0,5,68.2,6.5,1.5,11.2,1005,6.8,287.9,2.9,2.1,6.7,36.7,6.6,35.5,,0.158
26/03/2018,29.7,0,4.9,67.4,6.5,1.7,10.7,1008.9,6.7,269.3,2.7,1.9,6.8,36.4,6.8,35.1,,0.167
27/03/2018,32.1,5.7,6.5,85.1,6.8,4.8,10.5,997.9,4.6,212.1,4.7,1.2,7.1,37.4,7.1,36.7,,0.118
28/03/2018,32.4,1.9,5.4,77.5,5.4,3,8.1,995.5,5.5,273.7,3.4,1.5,6.6,37.5,6.5,36.8,,0.125
29/03/2018,33.3,3.3,5.2,79.6,4.6,-0.5,8.2,993.9,4.5,120.3,2.8,1.4,5.6,37.5,5.5,36.4,,0.124
